Molecular Weight,Smiles,Ligand Efficiency BEI,Ligand Efficiency BEI/MW
407.93,CCNC(=O)Nc1ccc(-c2nc(Cl)c(SC)c(N3CCOCC3)n2)cc1,17,0.041673817
508.55,COc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4)c(F)c3)cc2)nc1N1CCOCC1,13.71,0.026959001
484.54,COc1cnc(-c2ccc(NC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)nc1N1CCOCC1,15.51,0.032009741
522.54,COc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4=O)cc3)cc2F)nc1N1CCOCC1,12.91,0.024706243
513.62,Cc1nc(N)ccc1C#Cc1c(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)ccnc1C,16.35,0.031832873
432.41,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,22.21,0.051363289
440.53,CC1(c2nc(-c3cccc4[nH]ccc34)nc3c2OCC2COCCN32)CCCS1(=O)=O,14.57,0.033073797
460.54,C[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3ccc(-c4ncc[nH]4)cc3)[nH]c2n1,12.32,0.026751205
384.44,C[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cc[nH]n3)[nH]c2n1,16.69,0.043413797
461.57,CC(C)[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cccc4[nH]ccc34)[nH]c2n1,14.98,0.032454449
449.52,C[C@@H]1COCCN1c1nc(N2CCO[C@@H](CO)C2)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,15.96,0.035504538
413.45,Cc1nc(N)nc(-c2cccnc2Nc2ccc(NC(=O)Nc3ccccc3)nc2)n1,12.76,0.030862257
572.07,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1ccc(Cl)c(-c2ccccc2)c1,9.55,0.016693761
483.59,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.17,0.035505283
457.55,CCc1nccc(-c2ccc(C(=O)N3CCCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.48,0.038203475
485.61,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)C)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,16.47,0.033916106
405.89,CCc1ncnc(-c2ccc(Cl)c(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,20.69,0.050974402
610.78,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C5CCN(C)CC5)CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,14.24,0.02331445
486.55,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,17.26,0.035474258
507.57,CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccccn4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,16.07,0.031660658
488.57,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,16.83,0.034447469
501.61,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,15.54,0.030980244
456.44,Cc1cccc([C@H]2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)n1,18.55,0.04064061
440.44,O=C1OC[C@H](c2ccc(F)cc2)N1c1ccn2ncc(-c3ccc(-c4cc[nH]n4)cc3)c2n1,18.87,0.04284352
317.36,Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ccc23)n1,16.21,0.051077641
322.37,CCc1ncnc(N2CCNC(=O)C2)c1C#Cc1ccc(N)nc1,22.79,0.070695164
442.54,CCc1nc(N)ccc1C#Cc1c(-c2ccc(C(=O)N3CCCC3)c(F)c2)ccnc1CC,16.05,0.036267908
368.36,CCc1nccc(-c2ccc(C(F)(F)F)nc2)c1C#Cc1ccc(N)nc1,20.59,0.055896406
342.45,CCc1nccc(-c2cc(C)nc(C)c2)c1C#Cc1ccc(N)nc1C,22.85,0.066725069
446.48,COC(=O)CCNC(=O)c1ccc(-c2ccnc(C)c2C#Cc2ccc(N)nc2C)cc1F,17.07,0.038232396
495.63,CCc1nccc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,15.27,0.030809273
504.64,CCN(CC)C(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,13.15,0.02605818
520.61,C=CCN(C)C(=O)c1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1F,12.42,0.02385663
536.65,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(F)c(CN4CCC[C@@H](O)C4)c3)nc2n1,12.48,0.023255381
536.65,CC(C)CC(=O)NCc1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1F,11.84,0.022062797
478.6,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCCCC(N)C4)nc3n2)cc1CO,15.48,0.032344338
464.57,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC(N)CC4)nc3n2)cc1CO,15.3,0.032933681
503.65,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC5CCCCC5C4)nc3n2)cc1CO,13.11,0.026029981
679.24,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC(N(C5CC5)S(=O)(=O)c5ccc(Cl)cc5)CC4)nc3n2)cc1CO,8.99,0.013235381
422.53,CCNC(=O)Nc1ccc(-c2cc(N3CCOC[C@@H]3C)c3nc(C)n(CC)c3n2)cc1,15.34,0.036305114
450.59,CCNC(=O)Nc1ccc(-c2cc(N3CCOC[C@@H]3C)c3nc(C)n(CC(C)C)c3n2)cc1,14.13,0.031358885
363.39,CNC(=O)c1nc(-c2nc(-c3cnc4ccccn34)c(C)nc2N)n(C)n1,12.49,0.034370786
358.41,Cc1nc(N)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,16.96,0.047320108
343.39,Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,18.59,0.054136696
411.39,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,17.14,0.041663628
568.66,CCOc1cnc(-c2ccc(NC(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)cc2)nc1N1CCOCC1,11.97,0.021049485
447.54,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](O)C2)c(=O)n4C)cn1,13.11,0.029293471
429.48,C[C@H]1COCCN1c1cc(-c2ccc(NC(=O)Nc3cccnc3)cc2)nn2ccnc12,16.7,0.038884232
469.55,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,17.68,0.037653072
342.4,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3ccccc3ncc21,16.91,0.049386682
379.42,O=C(Nc1cccc(CO)c1)Nc1nc(N2CCOCC2)c2ccccc2n1,17.92,0.047229983
391.43,CC(=O)c1ccc(NC(=O)Nc2nc(N3CCOCC3)c3ccccc3n2)cc1,16.9,0.043175025
477.55,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(S(=O)(=O)c3ccccc3)c2)n1,10.83,0.022678254
504.55,COc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCOCC4=O)cc3)cc2)nc1N1CCOCC1,16.04,0.031790705
499,CSc1c(Cl)nc(-c2ccc(NC(=O)Nc3ccc(C(N)=O)cc3)cc2)nc1N1CCOCC1,14.29,0.028637275
520.66,CSc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)nc3)cc2)nc1N1CCOCC1,12.66,0.024315292
508.55,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,16.76,0.032956445
528.63,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CCCO4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,15.7,0.029699412
540.69,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CCCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,13.26,0.024524219
479.58,CCC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1,13.19,0.027503232
512.59,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NCCF)cc3)c2C1=O,14.94,0.029146101
545.64,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C)cn4)cc3)c2C1=O,13.76,0.025218093
458.54,CCc1ncnc(-c2ccc(C(=O)N3CCN(C)C[C@H]3C)c(F)c2)c1C#Cc1ccc(N)nc1,18.46,0.040258211
503.05,CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,14.71,0.029241626
549.05,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCCC4O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,17.29,0.031490757
470.58,CCc1ncnc(-c2ccc(C(=O)NCCN3CCOCC3)c(C)c2)c1C#Cc1ccc(N)nc1,17.47,0.0371244
455.56,CCc1ncnc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,17.95,0.039402055
502.57,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,18.22,0.036253656
489.02,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(NC)nc1,16.95,0.034661159
522.58,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(C(F)(F)F)c2)c1C#Cc1ccc(N)nc1,16.39,0.031363619
549.05,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,16.74,0.030489027
496.55,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4cnnc4C3)c(F)c2)cn1,17.79,0.035827208
470.55,CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNC4)c(F)c2)c1C#Cc1ccc(N)nc1,16.96,0.036042928
429.46,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5ccc(N)nc5)cc4c32)CC1,17.48,0.040702277
466.56,Cc1cc(C)c(S(=O)(=O)N2CCN(Cn3cc4c(=O)oc5ccccc5c4n3)CC2)c(C)c1,10.99,0.023555384
451.53,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOCC4)nc3n2)cc1CO,18.26,0.040440281
384.44,C[C@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cc[nH]n3)[nH]c2n1,18.16,0.04723754
548.56,CCOC(=O)c1nc(-c2ccc(NC(=O)Nc3ccc4oc(=O)[nH]c4c3)cc2)nc(N2CCOCC2)c1OCC,12.31,0.022440572
581.7,CCOc1cnc(-c2ccc(NC(=O)Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)cc2)nc1N1CCOCC1,12.35,0.021230875
498.61,CSc1c(-c2cccnc2)nc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1N1CCOCC1,14.62,0.029321514
684.84,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCC(N(C)C)CC5)cc4)cc3)c2C1=O,10.65,0.015551078
612.74,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCCC5)cn4)cc3)c2C1=O,11.24,0.018343833
543.63,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2)nc1,13.48,0.024796277
455.52,CCN1CC(C)(C)Oc2nc(N3CCOCC3)nc(-c3ccc(NC(=O)OC)cc3)c2C1=O,14.74,0.032358623
399.5,Cc1ncnc(N2CCC(O)(Cc3ccccc3)CC2)c1C#Cc1ccc(N)nc1,18.28,0.045757196
589.65,CC1(C)CN(C2CCOCC2)C(=O)c2c(nc(N3CC4CCC(C3)O4)nc2-c2ccc(NC(=O)Nc3ccon3)cc2)O1,12.84,0.02177563
693.8,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCS(=O)(=O)CC5)cc4)c(F)c3)c2C1=O,10.68,0.015393485
543.6,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)OC[C@@H](C)O)c(F)c3)c2C1=O,10.98,0.020198675
423.49,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(F)cc3)nc2n1,17.95,0.042385889
520.63,COCC(=O)N(C)Cc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1,11.86,0.022780093
524.6,COCC(=O)NCc1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1F,12.95,0.024685475
471.54,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,18.45,0.039127115
343.39,CNC(=O)c1ccc(-c2ccnc(C)c2C#Cc2ccc(N)nc2)cn1,21.99,0.064037974
404.45,Cc1nccc(-c2ccc(F)c(C(=O)N(C)CCO)c2)c1C#Cc1ccc(N)nc1,21.07,0.052095438
397.48,Cc1nccc(-c2ccc(C(=O)N3CCCCC3)nc2)c1C#Cc1ccc(N)nc1,19.32,0.048606219
487.58,CCc1nccc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.84,0.036588867
471.58,CCc1nccc(-c2ccc(C(=O)N3CCN(CC)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,17.06,0.036176259
483.62,CCCN1CCN(C(=O)c2ccc(-c3ccnc(CC)c3C#Cc3ccc(N)nc3)cc2OC)CC1,16.46,0.034034986
506.61,CC(C)Oc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,12.45,0.024575117
488.55,CNc1nc2ccc(F)cc2n1-c1nc2c(c(C3(S(C)(=O)=O)CCC3)n1)OC[C@@H]1COCCN21,10.58,0.021655921
470.55,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@H]2COCCN32)CCOCC1,10.63,0.022590585
500.58,COc1cc(-c2nc3c(c(C4(S(C)(=O)=O)CCOCC4)n2)OC[C@@H]2COCCN32)c2cc[nH]c2c1,12.71,0.025390547
444.49,CS(=O)(=O)C1(c2nc(-c3ccc(F)c4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CC1,11.25,0.025309906
549.61,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3F)c2C1=O,14.14,0.025727334
603.68,Cc1cc(NC(=O)Nc2ccc(-c3nc(N4CC5CCC(C4)O5)nc4c3C(=O)N(C3CCOCC3)CC(C)(C)O4)cc2)no1,13.12,0.021733369
495.58,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CC)CC(C)(C)O3)cn1,11.31,0.022821744
674.78,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OC5CCN(C)CC5)nc4)c(F)c3)c2C1=O,10.55,0.015634725
539.63,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)O[C@H]4CCC[C@H]4O)cc3)c2C1=O,12.33,0.022848989
575.65,CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4ccnc(C)c4)c(F)c3)c2C1=O,12.47,0.021662469
561.62,Cc1cc(NC(=O)Nc2ccc(-c3nc(N4CC5CCC(C4)O5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2F)ccn1,12.89,0.022951462
561.62,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3F)c2C1=O,13.67,0.024340301
572.67,CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4cc(C)nc(C)n4)cc3)c2C1=O,12.47,0.021775193
546.63,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccn(C)n4)cc3)c2C1=O,14.13,0.025849295
591.64,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cccc(OC)n4)c(F)c3)c2C1=O,10.66,0.018017713
447.54,CC[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cccc4[nH]ccc34)[nH]c2n1,16.14,0.036063816
383.41,CCOC(Cn1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21)OCC,20.41,0.053232832
568.6,COc1ncc(-c2ccc3nccc(/C(C)=C/C(=O)N(C)CCO)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,15.42,0.02711924
406.45,Cc1nc(-c2nc[nH]n2)ccc1-c1cnc2c(n1)N(CC1CCOCC1)C(=O)CN2,19.49,0.047951778
420.48,CO[C@H]1CC[C@@H](N2CC(=O)Nc3ncc(-c4ccc(-c5nc[nH]n5)nc4C)nc32)CC1,17.34,0.041238584
307.35,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,16.28,0.052968928
447.54,CN(C)CCCOc1ccc(-c2ccc3ncc4[nH]c(=O)n(C5CCOCC5)c4c3c2)cn1,14.76,0.032980292
501.63,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,11.05,0.022028188
440.53,CS(=O)(=O)C1(c2nc(-c3cccc4[nH]ccc34)nc3c2OC[C@@H]2COCCN32)CCC1,15.48,0.035139491
515.62,CC(C)(c1nc(-[n+]2c(N3CCOCC3)[nH]c3ccccc32)nc2c1OC[C@@H]1COCCN21)S(C)(=O)=O,9.7,0.018812304
490.97,CNc1nc2cc(Cl)ccc2n1-c1nc2c(c(C3(S(C)(=O)=O)CC3)n1)OC[C@@H]1COCCN21,11.14,0.022689777
441.56,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,13.19,0.029871365
447.46,CC(C)[C@H]1COC(=O)N1c1ccn2ncc(-c3ccc(-c4ncn(CC(=O)O)n4)cc3)c2n1,14.65,0.032740357
434.91,Cc1nc(N)cc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,12.6,0.028971511
460.52,COCCOc1cnc(Nc2cnc(C)c(NS(C)(=O)=O)c2)c(-c2nc(C)nc(N)n2)c1,12.4,0.026926084
405.42,CC(C)[C@H]1COC(=O)N1c1ccn2ncc(-c3ccc(-c4nnc(N)o4)cc3)c2n1,20.19,0.049800207
323.36,CCOc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cn1,14.99,0.046357001
333.36,COc1ccc(Nc2ncccc2-c2nc(C)nc3nc[nH]c23)cn1,19.6,0.058795296
418.55,CCc1ncnc(N2CCC3(CCN(C(C)=O)CC3)CC2)c1C#Cc1ccc(N)nc1,17.97,0.042933939
429.55,CCc1ncnc(N2CCN(CCNS(C)(=O)=O)CC2)c1C#Cc1ccc(N)nc1,18.03,0.041974159
415.5,CCc1ncnc(N2CCc3cc(OC)c(OC)cc3C2)c1C#Cc1ccc(N)nc1,17.04,0.04101083
437.55,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)cc2)c1C#Cc1ccc(N)nc1,18.51,0.042303737
457.55,CCc1nccc(-c2ccc(C(=O)N3CCN(C)C(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,17.97,0.039274396
455.54,CCc1nccc(-c2ccc(C(=O)N3C[C@@H]4CC3CN4C)c(F)c2)c1C#Cc1ccc(N)nc1,17.66,0.038767177
354.34,Cc1nccc(-c2ccc(C(F)(F)F)nc2)c1C#Cc1ccc(N)nc1,21.36,0.060281086
543.6,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)OC[C@H](C)O)c(F)c3)c2C1=O,12.04,0.022148639
660.75,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCOC[C@H]5C)nc4)c(F)c3)c2C1=O,11.62,0.017586076
525.61,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)OC[C@H](C)O)cc3)c2C1=O,12.75,0.024257529
540.6,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)NC4COC4)c(F)c3)c2C1=O,13.94,0.025786164
579.63,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(OC)cn4)c(F)c3)c2C1=O,12.52,0.021599986
440.5,COCCOc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,17.3,0.039273553
432.48,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-c4ccco4)nc3n2)cc1CO,16.92,0.039123196
416.49,C[C@H]1COCCN1c1nc(-c2cnn(C)c2)nc2nc(-c3cccc(CO)c3)ccc12,17.18,0.04124949
490.52,COC(=O)c1cncn1-c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,14.34,0.029234282
491.64,CCC1CCC(C)N(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(OC)c(CO)c4)nc3n2)C1,13.67,0.027804898
478.55,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCNC(=O)C4C)nc3n2)cc1CO,17.31,0.036171769
410.47,CCOc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,17.95,0.043730358
449.56,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(CO)cc4)nc3n2)C[C@@H](C)O1,18.55,0.041262568
458.57,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc5[nH]ccc5c4)nc3n2)C[C@@H](C)O1,14.52,0.03166365
445.53,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cnc4[nH]ccc4c3)nc2n1,15.19,0.034094225
492.62,COCCNCc1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,15.59,0.031647111
445.95,Cc1nccc(-c2ccc(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,19.51,0.043749299
411.51,Cc1nccc(-c2ccc(C(=O)N3CCN(C)CC3)cc2)c1C#Cc1ccc(N)nc1,19.82,0.048164079
366.47,CCc1nccc(-c2ccc(C(C)(C)C#N)cc2)c1C#Cc1ccc(N)nc1,19.19,0.05236445
469.59,CCc1nccc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,15.96,0.033987095
485.61,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,17.09,0.03519285
487.58,Cc1nccc(-c2ccc(F)c(C(=O)N(C)C3CCN(C(C)O)CC3)c2)c1C#Cc1ccc(N)nc1,15.67,0.032138316
458.54,CCc1nccc(-c2ccc(C(=O)N3CCC(C)(O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,18.97,0.041370437
471.58,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,18.45,0.039123797
390.87,CNC(=O)c1cc(-c2ccnc(C)c2C#Cc2ccc(N)nc2C)ccc1Cl,18.09,0.046281372
404.9,CCc1nccc(-c2ccc(Cl)c(C(=O)NC)c2)c1C#Cc1ccc(N)nc1C,17.57,0.04339343
428.51,CCc1nc(N)ccc1C#Cc1c(-c2ccc(C(=O)N3CCCC3)c(F)c2)ccnc1C,17.92,0.041819327
440.94,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cncc(Cl)c3)nc2n1,15.3,0.034698598
458.54,CCc1nc(N)ccc1C#Cc1c(-c2ccc(C(=O)N3CCOCC3)c(F)c2)ccnc1CC,16.11,0.035133249
483.62,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,15.47,0.031987924
424.51,Cc1noc(C)c1-c1ccc2c(N3CCOC[C@@H]3C)nc(N3CCOC[C@@H]3C)nc2n1,15.15,0.035688205
449.56,COc1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)c1,14.1,0.031364
460.54,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4c(c3)NC(=O)C4)nc2n1,18.36,0.039866244
518.62,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(C(=O)N4CC[C@H](O)C4)c3)nc2n1,13.01,0.025085805
518.66,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNC4CCOCC4)cc3)nc2n1,16.81,0.032410442
463.58,CCOCc1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,14.85,0.032033306
434.54,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CN)c3)nc2n1,17.42,0.040088369
522.63,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(F)c(CN4CC[C@@H](O)C4)c3)nc2n1,13.57,0.025964832
520.63,COCC(=O)N(C)Cc1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,12.87,0.024720051
516.65,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CN(C)C(=O)C4CC4)c3)nc2n1,12.6,0.024387883
495.63,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNCCN(C)C)o3)nc2n1,13.89,0.028024938
438.53,CNCc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)o1,16.02,0.036531138
421.5,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(O)c3)nc2n1,20.59,0.048849348
437.5,COc1ncc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cn1,15.17,0.034674286
